element,id,geometry,addr:city,addr:postcode,addr:state,addr:street,building,height,type,ele,gnis:feature_id,name,name:en,name:etymology,name:etymology:wikidata,name:etymology:wikipedia,natural,old_name,old_name:etymology,old_name:etymology:wikidata,old_name:etymology:wikipedia,tourism,water,website,wikidata,wikimedia_commons,addr:housenumber,building:levels,roof:levels,addr:country,air_conditioning,brand,email,fax,internet_access,phone,rooms,smoking,landuse,nhd:reach_code,source,addr:housename,addr:county,attribution,description,changing_table,fee,opening_hours,wikipedia,highway,surface,level,lit,place,wheelchair,layer,source:addr:housenumber,boundary,leisure,amenity,emergency,healthcare,healthcare:for,operator,operator:short,operator:wikidata,operator:wikipedia,short_name,mobile,name:zh,dog,alt_name,brand:wikidata,internet_access:fee,name:ko,sport,denomination,religion,area,operator:type,protect_class,building:part,abandoned,check_date,disused:amenity,note,shop,contact:facebook,contact:instagram,contact:youtube,payment:cash,payment:credit_cards,payment:debit_cards,start_date,architect,community,community:gender,community:wikidata,access,building:material,official_name,name:he,building:colour,roof:colour,parking,colour,man_made,operator:email,operator:phone,tower:type,demolished:building,artist_name,artwork_type,material,contact:website,name:pt,service_times,operator:short_name,operator:website,owner,owner:short_name,owner:type,owner:wikidata,ownership,protected,protected_area,protection_title,landcover,nudism,communication:amateur_radio:pota,defensive_works,heritage,historic,attraction,name:es,zoo,min_height,disused,military,camping,clothing-optional,fire,glass,thong,topless,lanes,note:access,bridge,bar,internet_access:ssid,payment:american_express,payment:visa,reservation,url,name:kn,roof:shape,baseball,garden:type,bicycle,diocese,disused:landuse,source:operator,grades,fixme,crane:type,name:cmn,name:cmn-Hans,name:cmn-Hans-CN,name:cmn-Hans-SG,name:cmn-Hant,name:cs,name:de,name:oc,name:vi,name:yue,name:zh-Hans,name:zh-Hans-CN,name:zh-Hans-SG,name:zh-Hant,name:zh-Hant-HK,name:zh-Hant-TW,seamark:light:period,seamark:light:range,seamark:name,generator:source,power,building:min_level,seamark:type,golf,foot,salt,tidal,wetland,building:flats,drinking_water,office,leaf_type,floating,location,ref,noname,substation,voltage,disused:power,disused:highway,playground:theme,toilets,area:highway,crossing,crossing:markings,crossing:signals,footway,seamark:harbour:category,capacity,park_ride,surface:colour,was:building,was:amenity,leaf_cycle,artist:wikidata,artist:wikipedia,building:use,indoor,fountain,heritage:operator,heritage:website,museum,nrhp:criteria,nrhp:inscription_date,old_name:1940-1996,ref:nrhp,source_ref,hazard,addr:district,contact:fax,contact:phone,pipeline,substance,max_age,min_age,roof:material
relation,4792988,"POLYGON ((-122.4821615 37.7217743, -122.4821629 37.7217543, -122.4821685 37.7217347, -122.482178 37.7217161, -122.4821913 37.7216989, -122.482208 37.7216838, -122.4822277 37.721671, -122.4822497 37.721661, -122.4822735 37.7216539, -122.4822984 37.7216501, -122.4823238 37.7216495, -122.482349 37.7216523, -122.4823732 37.7216583, -122.4823959 37.7216674, -122.4824164 37.7216793, -122.4824341 37.7216937, -122.4824485 37.7217102, -122.4824594 37.7217284, -122.4824663 37.7217478, -122.4824691 37.7217677, -122.4824676 37.7217878, -122.4824621 37.7218074, -122.4824525 37.721826, -122.4824392 37.7218432, -122.4824225 37.7218583, -122.4824029 37.7218711, -122.4823809 37.7218811, -122.4823571 37.7218882, -122.4823321 37.721892, -122.4823067 37.7218925, -122.4822816 37.7218898, -122.4822573 37.7218838, -122.4822347 37.7218747, -122.4822142 37.7218628, -122.4821965 37.7218484, -122.482182 37.7218318, -122.4821712 37.7218137, -122.4821643 37.7217943, -122.4821615 37.7217743), (-122.4822997 37.721748, -122.4822916 37.7217541, -122.4822869 37.721762, -122.4822861 37.7217708, -122.4822893 37.7217792, -122.4822962 37.7217862, -122.4823058 37.7217907, -122.4823167 37.7217921, -122.4823276 37.7217903, -122.482337 37.7217856, -122.4823435 37.7217784, -122.4823464 37.7217699, -122.4823451 37.7217612, -122.48234 37.7217534, -122.4823316 37.7217475, -122.4823212 37.7217445, -122.48231 37.7217447, -122.4822997 37.721748))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792990,"POLYGON ((-122.4756028 37.7211655, -122.4755821 37.7211498, -122.4755677 37.7211339, -122.4755592 37.7211249, -122.4755518 37.7211153, -122.4755436 37.7211012, -122.4755389 37.7210898, -122.4755358 37.7210782, -122.475542 37.7210685, -122.4755492 37.7210605, -122.4755685 37.7210415, -122.4755867 37.7210236, -122.4756025 37.7210111, -122.4756162 37.7210028, -122.4756582 37.7209789, -122.4756867 37.7209772, -122.4757098 37.7209708, -122.4757543 37.7209588, -122.4758041 37.7209483, -122.4758107 37.7209622, -122.4758195 37.7209748, -122.4758297 37.7209855, -122.4758476 37.7210002, -122.4758712 37.7210132, -122.4758963 37.721022, -122.4758825 37.7210524, -122.4758358 37.7211633, -122.475835 37.7211739, -122.4758365 37.7211845, -122.47584 37.7211948, -122.4758456 37.7212045, -122.4758531 37.7212133, -122.4758622 37.7212211, -122.4758974 37.7212305, -122.4759022 37.7212356, -122.4759006 37.7212411, -122.4758962 37.7212505, -122.4758924 37.7212586, -122.4758817 37.7212813, -122.4758556 37.7212756, -122.475846 37.7212733, -122.4757991 37.7212602, -122.4757458 37.7212449, -122.4757049 37.7212326, -122.4756674 37.7212149, -122.4756343 37.7211923, -122.4756028 37.7211655), (-122.4755922 37.7210672, -122.4756052 37.7210543, -122.4755847 37.7210518, -122.4755922 37.7210672), (-122.4757074 37.7210518, -122.4756973 37.7210541, -122.4756878 37.7210584, -122.475679 37.7210646, -122.4756637 37.7210831, -122.4756529 37.7211074, -122.4756657 37.7211348, -122.4756738 37.7211465, -122.4756882 37.7211567, -122.4757091 37.7211653, -122.4757339 37.7211714, -122.4757416 37.7211847, -122.4757511 37.7211966, -122.4757627 37.7212025, -122.4757763 37.7212022, -122.4757904 37.7211957, -122.4758161 37.7211237, -122.4758169 37.7211116, -122.4758105 37.7210985, -122.4757997 37.721093, -122.4757849 37.7210746, -122.4757659 37.7210612, -122.4757428 37.7210532, -122.4757181 37.7210514, -122.4757074 37.7210518))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792991,"POLYGON ((-122.4832403 37.7232281, -122.4834681 37.7230719, -122.4834772 37.7230674, -122.4834869 37.7230657, -122.4834971 37.7230669, -122.4835068 37.7230709, -122.4836266 37.7231693, -122.4836219 37.7231712, -122.4836024 37.7231728, -122.4835789 37.7231686, -122.4835515 37.7231585, -122.4835233 37.7231437, -122.4834848 37.7231369, -122.4834658 37.7231351, -122.4834547 37.7231357, -122.4834485 37.723136, -122.483433 37.7231395, -122.4834194 37.7231456, -122.4834075 37.7231545, -122.4833978 37.7231659, -122.4833927 37.7231754, -122.4833901 37.7231812, -122.4833863 37.7231986, -122.4833802 37.7232112, -122.4833705 37.723223, -122.4833656 37.7232272, -122.4833601 37.7232307, -122.4833555 37.7232328, -122.4833284 37.7232394, -122.4832637 37.7232593, -122.4832631 37.7232686, -122.4832408 37.723277, -122.4832163 37.7232909, -122.483221 37.7232852, -122.4831849 37.7232661, -122.4832403 37.7232281), (-122.4833677 37.723201, -122.4833752 37.7232044, -122.4833779 37.7232006, -122.4833704 37.7231972, -122.483369 37.7231991, -122.4833677 37.723201))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792992,"POLYGON ((-122.4770958 37.7215153, -122.477137 37.7215263, -122.4771232 37.7215587, -122.4770821 37.7215476, -122.4770958 37.7215153), (-122.4770995 37.7215204, -122.477089 37.7215449, -122.4771203 37.7215533, -122.4771308 37.7215288, -122.4770995 37.7215204))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792993,"POLYGON ((-122.4771459 37.7223798, -122.4771493 37.7223772, -122.4771554 37.7223764, -122.4771615 37.7223801, -122.4771615 37.7223859, -122.4771586 37.7223896, -122.4771538 37.7223917, -122.4771366 37.7224337, -122.4771408 37.722439, -122.4771394 37.722444, -122.4771345 37.7224472, -122.4771283 37.7224473, -122.4771234 37.7224445, -122.4771214 37.7224398, -122.4770953 37.7224331, -122.47709 37.7224362, -122.477085 37.7224363, -122.4770806 37.7224344, -122.4770775 37.7224298, -122.4770799 37.7224236, -122.4770873 37.7224209, -122.4771044 37.7223792, -122.4771004 37.722375, -122.4771016 37.7223685, -122.4771069 37.7223653, -122.477112 37.7223652, -122.4771176 37.722368, -122.4771197 37.7223723, -122.4771459 37.7223798), (-122.4770976 37.7224135, -122.4771338 37.7224228, -122.4771434 37.7223993, -122.4771082 37.7223903, -122.4770976 37.7224135))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792994,"POLYGON ((-122.4834083 37.7237266, -122.4833973 37.723721, -122.4833922 37.7237156, -122.4833936 37.7237096, -122.4833972 37.7237053, -122.4834055 37.7237006, -122.4834152 37.723703, -122.4834407 37.7237169, -122.4835417 37.7237693, -122.4835599 37.7237472, -122.4836561 37.7236309, -122.4838839 37.7237495, -122.4840336 37.7238274, -122.484074 37.7237787, -122.4841256 37.7238058, -122.4841278 37.7238078, -122.484127 37.7238156, -122.4841197 37.7238221, -122.4840317 37.7238759, -122.4840246 37.7238771, -122.4840168 37.7238729, -122.4840086 37.7238635, -122.4840007 37.7238497, -122.4839917 37.7238406, -122.4839737 37.7238291, -122.483939 37.723811, -122.4837431 37.723709, -122.4837301 37.723706, -122.483715 37.723705, -122.4836997 37.7237063, -122.4836842 37.7237097, -122.4836508 37.7237224, -122.4836225 37.7237398, -122.4836136 37.7237484, -122.4836079 37.7237568, -122.4836055 37.723765, -122.4836063 37.723773, -122.4836081 37.7237863, -122.4836049 37.7237984, -122.4835967 37.723809, -122.4835843 37.723817, -122.4835802 37.7238171, -122.4835794 37.7238171, -122.4834083 37.7237266), (-122.483401 37.7237115, -122.4834047 37.7237135, -122.4834072 37.7237105, -122.4834035 37.7237086, -122.4834022 37.72371, -122.483401 37.7237115))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792995,"POLYGON ((-122.4841586 37.7236359, -122.4841714 37.7236472, -122.4841758 37.7236439, -122.4842073 37.7236716, -122.484265 37.7237226, -122.4842654 37.7237309, -122.4842588 37.7237382, -122.4841673 37.7237949, -122.4841581 37.7237948, -122.4841469 37.7237917, -122.484052 37.723741, -122.4840658 37.7237244, -122.4839495 37.7236633, -122.4839283 37.7236521, -122.4837974 37.7235833, -122.4838007 37.7235766, -122.4838004 37.7235689, -122.4838043 37.7235618, -122.4838815 37.7235115, -122.483889 37.72352, -122.4838962 37.7235337, -122.4839088 37.723574, -122.4839185 37.7235932, -122.4839296 37.7236077, -122.4839421 37.7236172, -122.4839545 37.7236206, -122.4839832 37.7236206, -122.483994 37.7236229, -122.4840025 37.7236268, -122.4840119 37.723636, -122.4840224 37.7236594, -122.4840292 37.7236675, -122.4840811 37.7237061, -122.4840972 37.7237155, -122.4841139 37.7237202, -122.484131 37.72372, -122.4841467 37.723715, -122.484157 37.723709, -122.4841644 37.7237021, -122.4841688 37.7236944, -122.4841703 37.7236859, -122.4841686 37.7236766, -122.4841639 37.7236666, -122.4841561 37.7236562, -122.4841461 37.7236465, -122.4841029 37.7236085, -122.4840804 37.7235901, -122.4840602 37.7235805, -122.4840497 37.7235772, -122.4840425 37.7235725, -122.4840383 37.7235655, -122.4840384 37.7235568, -122.484043 37.7235467, -122.4840515 37.7235361, -122.4841631 37.7236327, -122.4841586 37.7236359), (-122.4839697 37.7236325, -122.4839673 37.7236355, -122.483971 37.7236374, -122.4839735 37.7236344, -122.4839697 37.7236325))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792996,"POLYGON ((-122.483821 37.7234642, -122.4838468 37.7234777, -122.4838678 37.723454, -122.483841 37.72344, -122.4838418 37.723439, -122.4838447 37.7234356, -122.4836152 37.7233161, -122.4835938 37.7233419, -122.4835503 37.7233417, -122.4836052 37.7233126, -122.4836358 37.7232854, -122.4836458 37.7232765, -122.4836724 37.7232642, -122.4836775 37.7232618, -122.4837329 37.7232622, -122.4837388 37.7232687, -122.4838183 37.7233343, -122.483913 37.7234155, -122.4839257 37.7234301, -122.4839273 37.7234339, -122.4839264 37.7234449, -122.4839202 37.7234508, -122.4838101 37.7235225, -122.4838008 37.7235257, -122.4837915 37.723524, -122.4837775 37.7235168, -122.483821 37.7234642), (-122.4838181 37.7235165, -122.483836 37.7234946, -122.4838186 37.7234856, -122.4838007 37.7235075, -122.4838181 37.7235165))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792997,"POLYGON ((-122.47904 37.7220024, -122.4790414 37.7219992, -122.4791003 37.7220152, -122.479099 37.7220182, -122.4790948 37.722028, -122.4790868 37.7220467, -122.4790858 37.722049, -122.4790792 37.7220472, -122.4790269 37.722033, -122.47904 37.7220024), (-122.4790708 37.7220345, -122.4790773 37.7220282, -122.4790765 37.7220216, -122.4790685 37.7220165, -122.4790603 37.7220171, -122.4790538 37.7220234, -122.4790546 37.72203, -122.4790616 37.7220349, -122.4790708 37.7220345))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792998,"POLYGON ((-122.4822276 37.7236702, -122.4821839 37.7236602, -122.4821809 37.7236685, -122.4821692 37.7236658, -122.4821646 37.7236623, -122.4821497 37.7236588, -122.4821435 37.7236598, -122.4821302 37.7236568, -122.4821285 37.7236616, -122.4820887 37.7236525, -122.482087 37.7236449, -122.4820973 37.7236354, -122.482097 37.7236235, -122.4822989 37.7236358, -122.4824957 37.7236454, -122.4824956 37.7236475, -122.4823067 37.7236521, -122.4823066 37.7236581, -122.4822962 37.723658, -122.482296 37.7236669, -122.4823064 37.7236671, -122.4823058 37.7236904, -122.4822861 37.7236859, -122.4822798 37.7236868, -122.4822665 37.7236839, -122.4822652 37.7236877, -122.4822246 37.7236785, -122.4822276 37.7236702), (-122.4821799 37.7236497, -122.4821822 37.7236432, -122.4821734 37.7236412, -122.4821712 37.7236477, -122.4821799 37.7236497))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4792999,"POLYGON ((-122.483184 37.723612, -122.4831793 37.7236076, -122.4831783 37.7236035, -122.4831811 37.7236001, -122.4831895 37.7235971, -122.4832392 37.7236225, -122.4832406 37.7236334, -122.4832377 37.7236372, -122.4832306 37.7236358, -122.483184 37.723612), (-122.4831863 37.7236074, -122.4831882 37.7236051, -122.4831844 37.7236032, -122.4831825 37.7236055, -122.4831863 37.7236074))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793000,"POLYGON ((-122.4833504 37.7236261, -122.4833487 37.7236198, -122.4833508 37.7236135, -122.4833564 37.7236088, -122.4833641 37.7236066, -122.4833722 37.7236075, -122.4833788 37.7236113, -122.4833824 37.7236171, -122.4833822 37.7236236, -122.4833783 37.7236293, -122.4833714 37.7236328, -122.4833633 37.7236334, -122.4833557 37.723631, -122.4833504 37.7236261), (-122.4833615 37.7236284, -122.483364 37.7236254, -122.4833602 37.7236234, -122.4833578 37.7236264, -122.4833615 37.7236284))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793001,"POLYGON ((-122.4769259 37.7234435, -122.4770887 37.723447, -122.4770939 37.7234487, -122.4771085 37.7234603, -122.4771157 37.7234711, -122.4771159 37.7235066, -122.476924 37.7234999, -122.4769259 37.7234435), (-122.4770872 37.7234695, -122.4770879 37.7234503, -122.4770706 37.7234499, -122.47707 37.7234692, -122.4770872 37.7234695))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793002,"POLYGON ((-122.4817491 37.7232765, -122.4817563 37.7232589, -122.4817432 37.7232555, -122.4817537 37.72323, -122.4817668 37.7232335, -122.4817776 37.7232074, -122.4817644 37.7232039, -122.4817749 37.7231785, -122.481788 37.7231819, -122.4817936 37.7231684, -122.481905 37.7231962, -122.4819108 37.7232303, -122.4818608 37.7232575, -122.4818171 37.7232745, -122.4817774 37.7232832, -122.4817461 37.7232838, -122.4817491 37.7232765), (-122.4817606 37.7232661, -122.4817638 37.7232778, -122.4818102 37.7232677, -122.4818518 37.7232515, -122.481897 37.7232269, -122.4818927 37.7232015, -122.4818006 37.7231786, -122.4817946 37.7231836, -122.4817606 37.7232661))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793004,"POLYGON ((-122.4819133 37.7239805, -122.4819183 37.7239723, -122.4819273 37.7239702, -122.4819923 37.7239874, -122.4819775 37.724021, -122.4819046 37.724, -122.4819133 37.7239805), (-122.4819392 37.7240071, -122.4819415 37.7240019, -122.481935 37.7240001, -122.4819327 37.7240052, -122.4819392 37.7240071))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793005,"POLYGON ((-122.4823504 37.7239378, -122.4823576 37.7239394, -122.4823605 37.7239315, -122.4823699 37.7239337, -122.482345 37.7240024, -122.4826497 37.724073, -122.4826574 37.7240522, -122.4826716 37.7240555, -122.4826555 37.7240992, -122.482341 37.7240087, -122.4823253 37.7240041, -122.4823497 37.7239376, -122.4823504 37.7239378), (-122.4823325 37.724003, -122.482334 37.7239991, -122.482329 37.7239979, -122.4823275 37.7240019, -122.4823325 37.724003))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793006,"POLYGON ((-122.4768387 37.7245732, -122.4768395 37.7245704, -122.4768476 37.7245544, -122.4768588 37.7245396, -122.4768727 37.7245264, -122.4768891 37.7245151, -122.4769075 37.7245059, -122.476923 37.7245006, -122.4769274 37.7244991, -122.4769336 37.7245122, -122.476937 37.724526, -122.4769375 37.72454, -122.4769352 37.7245539, -122.47693 37.7245673, -122.4769221 37.7245798, -122.4769118 37.7245912, -122.4768992 37.724601, -122.4768897 37.7246064, -122.4768848 37.7246091, -122.4768689 37.7246152, -122.476852 37.7246192, -122.4768347 37.7246209, -122.476833 37.7246044, -122.4768345 37.7245872, -122.4768358 37.7245829, -122.4768387 37.7245732), (-122.4769146 37.724524, -122.4769146 37.7245172, -122.4769077 37.7245172, -122.4769077 37.724524, -122.4769146 37.724524))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793007,"POLYGON ((-122.4840716 37.7238865, -122.4841518 37.7238376, -122.4841549 37.7238372, -122.4841573 37.7238388, -122.4841781 37.7238652, -122.4841772 37.7238676, -122.4840755 37.7238926, -122.4840698 37.7238912, -122.484071 37.7238869, -122.4840716 37.7238865), (-122.4841701 37.723867, -122.4841739 37.7238651, -122.4841715 37.723862, -122.4841677 37.7238639, -122.4841701 37.723867))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,4793008,"POLYGON ((-122.4823058 37.7238922, -122.4823045 37.7238957, -122.4823124 37.7238975, -122.4823047 37.7239186, -122.4822968 37.7239168, -122.4822939 37.7239247, -122.482299 37.7239259, -122.48228 37.7239311, -122.4822758 37.7239215, -122.4822701 37.7239177, -122.4821625 37.7238778, -122.4821641 37.7238735, -122.4823068 37.7238893, -122.4823058 37.7238922), (-122.4822791 37.7239264, -122.4822802 37.7239289, -122.4822851 37.7239275, -122.4822834 37.7239236, -122.4822785 37.723925, -122.4822791 37.7239264))",,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
